model,score,timestep,number_of_edges_pos,number_of_edges_neg,test_agg,duplicate_edges,predictor,loss_func,method,dataset
GraphSage,0.925207756232687,1386247060,19,19,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8961937716262975,1386247080,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386247100,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9090909090909091,1386247120,11,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9875000000000002,1386247140,20,20,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9088888888888889,1386247160,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.986159169550173,1386247180,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.757396449704142,1386247200,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9653979238754326,1386247220,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9099999999999999,1386247240,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386247260,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386247280,11,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8939393939393939,1386247300,12,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9642857142857143,1386247320,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.96875,1386247340,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9466666666666667,1386247360,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9446366782006921,1386247380,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9134948096885813,1386247400,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8796296296296297,1386247420,18,18,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8765432098765432,1386247440,18,18,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8133333333333334,1386247460,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9186851211072664,1386247480,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8125,1386247500,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9273356401384083,1386247520,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9297520661157025,1386247540,22,22,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9408284023668638,1386247560,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9296875,1386247580,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8961937716262975,1386247600,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9467455621301775,1386247620,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8533333333333334,1386247640,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9305555555555556,1386247660,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9526627218934912,1386247680,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.86,1386247700,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9285714285714285,1386247720,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9408284023668639,1386247740,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9652777777777777,1386247760,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9171597633136095,1386247780,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386247800,5,5,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9387755102040816,1386247820,7,7,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.921875,1386247840,8,8,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.888888888888889,1386247860,9,9,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9791666666666667,1386247880,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9876543209876544,1386247900,9,9,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.96875,1386247920,8,8,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9349112426035503,1386247940,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.7407407407407407,1386247960,9,9,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386247980,5,5,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9171597633136095,1386248000,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386248020,8,8,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9022222222222223,1386248040,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8911111111111112,1386248060,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8571428571428571,1386248080,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9547619047619047,1386248100,15,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8577777777777778,1386248120,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9015151515151515,1386248140,12,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8282548476454293,1386248160,19,19,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9642857142857144,1386248180,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9881656804733728,1386248200,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8877551020408163,1386248220,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9400000000000001,1386248240,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9285714285714286,1386248260,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.925,1386248280,20,20,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9722222222222223,1386248300,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.888888888888889,1386248320,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8362499999999999,1386248340,20,20,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8670360110803323,1386248360,19,19,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9253472222222222,1386248380,24,24,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9772727272727272,1386248400,22,22,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9313725490196079,1386248420,18,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.91625,1386248440,20,20,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9376,1386248460,25,25,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.868801652892562,1386248480,22,22,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.7984,1386248500,25,25,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9375,1386248520,24,24,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.849112426035503,1386248540,26,26,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9208579881656804,1386248560,26,26,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9108204518430439,1386248580,29,29,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9011446409989594,1386248600,31,31,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9475308641975309,1386248620,18,18,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9421487603305785,1386248640,33,33,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9184027777777779,1386248660,24,24,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9039780521262003,1386248680,27,27,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.82763671875,1386248700,32,32,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.896462018730489,1386248720,31,31,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.967764060356653,1386248740,27,27,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8847736625514404,1386248760,27,27,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9087999999999999,1386248780,25,25,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8906064209274673,1386248800,29,29,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.934156378600823,1386248820,27,27,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8555363321799307,1386248840,34,34,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9377162629757786,1386248860,34,34,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8568,1386248880,25,25,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.880859375,1386248900,32,32,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9171597633136095,1386248920,26,26,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9357907253269917,1386248940,29,29,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9155555555555556,1386248960,30,30,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9255555555555556,1386248980,30,30,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8928,1386249000,25,25,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.850625,1386249020,40,40,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9158163265306123,1386249040,28,28,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9334027055150885,1386249060,31,31,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9526627218934911,1386249080,26,26,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9750566893424036,1386249100,21,21,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9729916897506925,1386249120,38,38,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8996539792387543,1386249140,34,34,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9416666666666667,1386249160,30,30,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9368998628257887,1386249180,27,27,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9272976680384089,1386249200,27,27,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9161735700197239,1386249220,39,39,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8174603174603174,1386249240,42,42,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8970051132213294,1386249260,37,37,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.931358024691358,1386249280,45,45,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.928374655647383,1386249300,33,33,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9171597633136095,1386249320,26,26,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9183673469387756,1386249340,35,35,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8350676378772112,1386249360,31,31,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8681640625,1386249380,32,32,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9166666666666667,1386249400,18,18,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9183333333333334,1386249420,30,30,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8733333333333333,1386249440,30,30,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.7825255102040816,1386249460,28,28,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8264462809917354,1386249480,33,33,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8756503642039543,1386249500,31,31,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.90234375,1386249520,32,32,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8751486325802615,1386249540,29,29,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9619140625,1386249560,32,32,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8660714285714286,1386249580,28,28,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8616071428571429,1386249600,28,28,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8949011446409989,1386249620,31,31,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9194234404536863,1386249640,46,46,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9576333089846604,1386249660,37,37,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9277551020408162,1386249680,35,35,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9322448979591837,1386249700,35,35,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9458896982310094,1386249720,31,31,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9221938775510204,1386249740,28,28,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9338374291115312,1386249760,23,23,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9215976331360947,1386249780,26,26,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8715277777777778,1386249800,24,24,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9218106995884774,1386249820,27,27,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9584487534626038,1386249840,19,19,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9527410207939508,1386249860,23,23,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9616,1386249880,25,25,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8772189349112426,1386249900,26,26,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.88468809073724,1386249920,23,23,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8496,1386249940,25,25,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9047619047619048,1386249960,21,21,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9390495867768595,1386249980,22,22,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8607681755829905,1386250000,27,27,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9173553719008264,1386250020,11,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9800000000000001,1386250040,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.865234375,1386250060,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.889196675900277,1386250080,19,19,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9453125,1386250100,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9377777777777778,1386250120,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9012345679012346,1386250140,18,18,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.87890625,1386250160,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8511111111111112,1386250180,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9540816326530612,1386250200,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9763313609467456,1386250220,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8994082840236686,1386250240,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9132653061224489,1386250260,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.7839506172839507,1386250280,18,18,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9244444444444444,1386250300,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.7977777777777777,1386250320,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.903061224489796,1386250340,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.933641975308642,1386250360,18,18,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8711111111111112,1386250380,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8471074380165289,1386250400,11,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9550173010380623,1386250420,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9650000000000001,1386250440,20,20,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8595041322314049,1386250460,22,22,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9318181818181819,1386250480,22,22,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.890359168241966,1386250500,23,23,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.91,1386250520,20,20,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.91015625,1386250540,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8520710059171598,1386250560,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9171597633136095,1386250580,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9763313609467456,1386250600,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9955555555555555,1386250620,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9066666666666667,1386250640,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9445983379501385,1386250660,19,19,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9795918367346939,1386250680,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8999999999999999,1386250700,20,20,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9763313609467457,1386250720,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8999999999999999,1386250740,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9783950617283951,1386250760,18,18,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9591836734693877,1386250780,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9377777777777778,1386250800,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9081632653061226,1386250820,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9506172839506173,1386250840,9,9,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9307958477508651,1386250860,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.94,1386250880,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8264462809917354,1386250900,11,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9881656804733728,1386250920,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9375,1386250940,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9591836734693878,1386250960,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.7869822485207101,1386250980,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9722222222222222,1386251000,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9930555555555555,1386251020,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386251040,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9005102040816327,1386251060,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9112426035502958,1386251080,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8494809688581315,1386251100,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386251120,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9446366782006921,1386251140,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9866666666666667,1386251160,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9921875,1386251180,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9444444444444444,1386251200,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9822222222222222,1386251220,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9285714285714286,1386251240,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386251260,11,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386251280,9,9,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9586776859504131,1386251300,11,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9917355371900827,1386251320,11,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386251340,9,9,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9338842975206612,1386251360,11,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9444444444444444,1386251380,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9168975069252078,1386251400,19,19,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8641975308641976,1386251420,18,18,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.97265625,1386251440,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8461538461538461,1386251460,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8840830449826989,1386251480,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9583333333333335,1386251500,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9550173010380623,1386251520,17,17,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8877551020408163,1386251540,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9693877551020409,1386251560,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9948979591836735,1386251580,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9583333333333334,1386251600,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9609375,1386251620,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8200000000000001,1386251640,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9600000000000001,1386251660,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9099999999999999,1386251680,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9377777777777778,1386251700,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.96875,1386251720,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9183673469387755,1386251740,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9783950617283951,1386251760,18,18,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9236111111111112,1386251780,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8979591836734693,1386251800,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.8816568047337278,1386251820,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.923611111111111,1386251840,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9644444444444444,1386251860,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.928888888888889,1386251880,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9733333333333334,1386251900,15,15,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9791666666666667,1386251920,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9285714285714285,1386251940,14,14,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9183673469387755,1386251960,7,7,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.925925925925926,1386251980,9,9,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386252000,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9583333333333333,1386252020,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9171597633136095,1386252040,13,13,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9765625,1386252060,16,16,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.99,1386252080,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.91,1386252100,10,10,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9513888888888888,1386252120,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,1.0,1386252140,11,11,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.9382716049382717,1386252160,9,9,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
GraphSage,0.888888888888889,1386252180,12,12,False,True,dotProduct,BCEWithLogits,agg_simp,HighSchool
